"ResponseId","participant_code","item_name","response_first","response_second","response_both"
"R_0p5X9EyL2dhpTfX","122","paperclip_4","个","只","只"
"R_0p5X9EyL2dhpTfX","122","piano_3","台","架","台"
"R_0p5X9EyL2dhpTfX","122","pipe_3","个","柄","柄"
"R_0p5X9EyL2dhpTfX","122","plane_4","架","个","架"
"R_0p5X9EyL2dhpTfX","122","popsicle_4","只","个","只"
"R_0p5X9EyL2dhpTfX","122","printer_4","台","个","台"
"R_0p5X9EyL2dhpTfX","122","racket_4","把","个","把"
"R_0p5X9EyL2dhpTfX","122","scissors_4","把","个","把"
"R_0p5X9EyL2dhpTfX","122","screwdriver_2","把","个","把"
"R_0p5X9EyL2dhpTfX","122","screwnut_4","个","没有","没有"
"R_0p5X9EyL2dhpTfX","122","silvermedal_2","块","个","块"
"R_0p5X9EyL2dhpTfX","122","slingshot_2","柄","个","柄"
"R_0p5X9EyL2dhpTfX","122","sofa_4","个","条","条"
"R_0p5X9EyL2dhpTfX","122","spoon_4","把","个","把"
"R_0p5X9EyL2dhpTfX","122","stapler_4","个","没有","没有"
"R_0p5X9EyL2dhpTfX","122","telescope_2","台","架","台"
"R_0p5X9EyL2dhpTfX","122","thermometer_3","只","个","只"
"R_0p5X9EyL2dhpTfX","122","tie_3","条","个","条"
"R_0p5X9EyL2dhpTfX","122","toothbrush_4","把","个","把"
"R_0p5X9EyL2dhpTfX","122","torch_2","把","个","把"
"R_0p5X9EyL2dhpTfX","122","triangleruler_4","把","个","把"
"R_0p5X9EyL2dhpTfX","122","truck_3","辆","个","辆"
"R_0p5X9EyL2dhpTfX","122","tv_2","台","个","台"
"R_0p5X9EyL2dhpTfX","122","washingmachine_2","台","架","台"
"R_0p5X9EyL2dhpTfX","122","watch_3","块","个","块"
"R_0p5X9EyL2dhpTfX","122","woodendoor_2","扇","个","扇"
"R_10TUoam4uDRxFHM","163","abacus_3","把","个","把"
"R_10TUoam4uDRxFHM","163","axe_2","柄","个","柄"
"R_10TUoam4uDRxFHM","163","balance_2","架","具","架"
"R_10TUoam4uDRxFHM","163","belt_3","条","没有","条"
"R_10TUoam4uDRxFHM","163","bicycle_2","辆","台","辆"
"R_10TUoam4uDRxFHM","163","blackboard_2","块","个","块"
"R_10TUoam4uDRxFHM","163","bow_4","柄","没有","柄"
"R_10TUoam4uDRxFHM","163","bracelet_3","只","个","只"
"R_10TUoam4uDRxFHM","163","broom_2","柄","个","柄"
"R_10TUoam4uDRxFHM","163","brush_3","把","个","把"
"R_10TUoam4uDRxFHM","163","cabbage_2","颗","个","颗"
"R_10TUoam4uDRxFHM","163","camera_3","个","台","台"
"R_10TUoam4uDRxFHM","163","coffeemachine_3","台","个","台"
"R_10TUoam4uDRxFHM","163","comb_4","把","没有","把"
"R_10TUoam4uDRxFHM","163","desklamp_3","个","没有","没有"
"R_10TUoam4uDRxFHM","163","draftingcomp_4","个","没有","没有"
"R_10TUoam4uDRxFHM","163","egg_4","个","只","只"
"R_10TUoam4uDRxFHM","163","fan_3","个","台","台"
"R_10TUoam4uDRxFHM","163","garlic_4","头","个","头"
"R_10TUoam4uDRxFHM","163","glove_3","个","只","只"
"R_10TUoam4uDRxFHM","163","guitar_3","把","个","把"
"R_10TUoam4uDRxFHM","163","hairblower_2","个","没有","没有"
"R_10TUoam4uDRxFHM","163","hammer_4","个","把","把"
"R_10TUoam4uDRxFHM","163","handfan_4","把","柄","把"
"R_10TUoam4uDRxFHM","163","harp_2","架","没有","架"
"R_10TUoam4uDRxFHM","163","hat_2","顶","只","顶"
"R_10TUoam4uDRxFHM","163","iron_4","个","没有","没有"
"R_10TUoam4uDRxFHM","163","key_3","把","没有","把"
"R_10TUoam4uDRxFHM","163","laptop_3","台","个","台"
"R_10TUoam4uDRxFHM","163","lighthouse_2","座","个","座"
"R_10TUoam4uDRxFHM","163","microscope_3","台","架","台"
"R_10TUoam4uDRxFHM","163","microwave_2","台","个","台"
"R_10TUoam4uDRxFHM","163","mincer_2","台","个","台"
"R_10TUoam4uDRxFHM","163","mirror_3","个","架","架"
"R_10TUoam4uDRxFHM","163","monitor_2","台","个","台"
"R_10TUoam4uDRxFHM","163","motorcycle_3","辆","台","辆"
"R_10TUoam4uDRxFHM","163","nailclippers_2","个","把","把"
"R_10TUoam4uDRxFHM","163","pakchoi_3","棵","没有","棵"
"R_10TUoam4uDRxFHM","163","paperclip_4","个","没有","没有"
"R_10TUoam4uDRxFHM","163","piano_3","架","台","架"
"R_10TUoam4uDRxFHM","163","pipe_3","把","个","把"
"R_10TUoam4uDRxFHM","163","plane_4","架","台","架"
"R_10TUoam4uDRxFHM","163","popsicle_4","个","支","支"
"R_10TUoam4uDRxFHM","163","printer_4","台","个","台"
"R_10TUoam4uDRxFHM","163","racket_4","把","个","把"
"R_10TUoam4uDRxFHM","163","scissors_4","把","没有","把"
"R_10TUoam4uDRxFHM","163","screwdriver_2","支","个","支"
"R_10TUoam4uDRxFHM","163","screwnut_4","个","没有","没有"
"R_10TUoam4uDRxFHM","163","silvermedal_2","块","个","块"
"R_10TUoam4uDRxFHM","163","slingshot_2","把","柄","把"
"R_10TUoam4uDRxFHM","163","sofa_4","个","没有","没有"
"R_10TUoam4uDRxFHM","163","spoon_4","把","个","把"
"R_10TUoam4uDRxFHM","163","stapler_4","个","没有","没有"
"R_10TUoam4uDRxFHM","163","telescope_2","架","台","架"
"R_10TUoam4uDRxFHM","163","thermometer_3","个","只","只"
"R_10TUoam4uDRxFHM","163","tie_3","条","个","条"
"R_10TUoam4uDRxFHM","163","toothbrush_4","把","支","把"
"R_10TUoam4uDRxFHM","163","torch_2","个","没有","没有"
"R_10TUoam4uDRxFHM","163","triangleruler_4","把","个","把"
"R_10TUoam4uDRxFHM","163","truck_3","辆","台","辆"
"R_10TUoam4uDRxFHM","163","tv_2","台","个","台"
"R_10TUoam4uDRxFHM","163","washingmachine_2","台","没有","台"
"R_10TUoam4uDRxFHM","163","watch_3","个","只","只"
"R_10TUoam4uDRxFHM","163","woodendoor_2","扇","没有","扇"
"R_10uxey4tEh6ISkD","169","abacus_3","把","只","把"
"R_10uxey4tEh6ISkD","169","axe_2","把","没有","把"
"R_10uxey4tEh6ISkD","169","balance_2","台","个","台"
"R_10uxey4tEh6ISkD","169","belt_3","根","条","根"
"R_10uxey4tEh6ISkD","169","bicycle_2","辆","台","辆"
"R_10uxey4tEh6ISkD","169","blackboard_2","块","没有","块"
"R_10uxey4tEh6ISkD","169","bow_4","把","张","把"
"R_10uxey4tEh6ISkD","169","bracelet_3","只","个","只"
"R_10uxey4tEh6ISkD","169","broom_2","把","没有","把"
"R_10uxey4tEh6ISkD","169","brush_3","把","个","把"
"R_10uxey4tEh6ISkD","169","cabbage_2","个","没有","没有"
"R_10uxey4tEh6ISkD","169","camera_3","台","没有","台"
"R_10uxey4tEh6ISkD","169","coffeemachine_3","台","没有","台"
"R_10uxey4tEh6ISkD","169","comb_4","把","个","把"
"R_10uxey4tEh6ISkD","169","desklamp_3","个","台","台"
"R_10uxey4tEh6ISkD","169","draftingcomp_4","把","个","把"
"R_10uxey4tEh6ISkD","169","egg_4","个","只","只"
"R_10uxey4tEh6ISkD","169","fan_3","台","只","台"
"R_10uxey4tEh6ISkD","169","garlic_4","个","只","只"
"R_10uxey4tEh6ISkD","169","glove_3","只","没有","只"
"R_10uxey4tEh6ISkD","169","guitar_3","把","没有","把"
"R_10uxey4tEh6ISkD","169","hairblower_2","个","只","只"
"R_10uxey4tEh6ISkD","169","hammer_4","把","个","把"
"R_10uxey4tEh6ISkD","169","handfan_4","把","没有","把"
"R_10uxey4tEh6ISkD","169","harp_2","台","个","台"
"R_10uxey4tEh6ISkD","169","hat_2","只","顶","只"
"R_10uxey4tEh6ISkD","169","iron_4","只","个","只"
"R_10uxey4tEh6ISkD","169","key_3","把","没有","把"
"R_10uxey4tEh6ISkD","169","laptop_3","台","没有","台"
"R_10uxey4tEh6ISkD","169","lighthouse_2","个","架","架"
"R_10uxey4tEh6ISkD","169","microscope_3","台","没有","台"
"R_10uxey4tEh6ISkD","169","microwave_2","台","个","台"
"R_10uxey4tEh6ISkD","169","mincer_2","台","没有","台"
"R_10uxey4tEh6ISkD","169","mirror_3","面","把","面"
"R_10uxey4tEh6ISkD","169","monitor_2","台","没有","台"
"R_10uxey4tEh6ISkD","169","motorcycle_3","台","辆","台"
"R_10uxey4tEh6ISkD","169","nailclippers_2","把","只","把"
"R_10uxey4tEh6ISkD","169","pakchoi_3","颗","把","颗"
"R_10uxey4tEh6ISkD","169","paperclip_4","个","只","只"
"R_10uxey4tEh6ISkD","169","piano_3","架","台","架"
"R_10uxey4tEh6ISkD","169","pipe_3","只","个","只"
"R_10uxey4tEh6ISkD","169","plane_4","架","没有","架"
"R_10uxey4tEh6ISkD","169","popsicle_4","根","块","根"
"R_10uxey4tEh6ISkD","169","printer_4","台","没有","台"
"R_10uxey4tEh6ISkD","169","racket_4","个","把","把"
"R_10uxey4tEh6ISkD","169","scissors_4","把","没有","把"
"R_10uxey4tEh6ISkD","169","screwdriver_2","把","个","把"
"R_10uxey4tEh6ISkD","169","screwnut_4","个","只","只"
"R_10uxey4tEh6ISkD","169","silvermedal_2","块","个","块"
"R_10uxey4tEh6ISkD","169","slingshot_2","把","个","把"
"R_10uxey4tEh6ISkD","169","sofa_4","把","个","把"
"R_10uxey4tEh6ISkD","169","spoon_4","把","只","把"
"R_10uxey4tEh6ISkD","169","stapler_4","个","没有","没有"
"R_10uxey4tEh6ISkD","169","telescope_2","台","架","台"
"R_10uxey4tEh6ISkD","169","thermometer_3","个","只","只"
"R_10uxey4tEh6ISkD","169","tie_3","条","没有","条"
"R_10uxey4tEh6ISkD","169","toothbrush_4","只","根","只"
"R_10uxey4tEh6ISkD","169","torch_2","只","个","只"
"R_10uxey4tEh6ISkD","169","triangleruler_4","把","个","把"
"R_10uxey4tEh6ISkD","169","truck_3","台","辆","台"
"R_10uxey4tEh6ISkD","169","tv_2","台","没有","台"
"R_10uxey4tEh6ISkD","169","washingmachine_2","台","没有","台"
"R_10uxey4tEh6ISkD","169","watch_3","只","块","只"
"R_10uxey4tEh6ISkD","169","woodendoor_2","扇","没有","扇"
"R_10YIRvhIHtjRsGZ","156","abacus_3","把","个","把"
"R_10YIRvhIHtjRsGZ","156","axe_2","把","个","把"
"R_10YIRvhIHtjRsGZ","156","balance_2","台","架","台"
"R_10YIRvhIHtjRsGZ","156","belt_3","条","个","条"
"R_10YIRvhIHtjRsGZ","156","bicycle_2","辆","个","辆"
"R_10YIRvhIHtjRsGZ","156","blackboard_2","块","个","块"
"R_10YIRvhIHtjRsGZ","156","bow_4","把","个","把"
"R_10YIRvhIHtjRsGZ","156","bracelet_3","个","没有","没有"
"R_10YIRvhIHtjRsGZ","156","broom_2","把","个","把"
"R_10YIRvhIHtjRsGZ","156","brush_3","把","个","把"
"R_10YIRvhIHtjRsGZ","156","cabbage_2","个","只","只"
"R_10YIRvhIHtjRsGZ","156","camera_3","台","个","台"
"R_10YIRvhIHtjRsGZ","156","coffeemachine_3","台","个","台"
"R_10YIRvhIHtjRsGZ","156","comb_4","把","个","把"
"R_10YIRvhIHtjRsGZ","156","desklamp_3","个","没有","没有"
"R_10YIRvhIHtjRsGZ","156","draftingcomp_4","把","个","把"
"R_10YIRvhIHtjRsGZ","156","egg_4","只","个","只"
"R_10YIRvhIHtjRsGZ","156","fan_3","个","台","台"
"R_10YIRvhIHtjRsGZ","156","garlic_4","头","没有","头"
"R_10YIRvhIHtjRsGZ","156","glove_3","只","个","只"
"R_10YIRvhIHtjRsGZ","156","guitar_3","把","个","把"
"R_10YIRvhIHtjRsGZ","156","hairblower_2","台","个","台"
"R_10YIRvhIHtjRsGZ","156","hammer_4","把","个","把"
"R_10YIRvhIHtjRsGZ","156","handfan_4","把","个","把"
"R_10YIRvhIHtjRsGZ","156","harp_2","架","台","架"
"R_10YIRvhIHtjRsGZ","156","hat_2","顶","个","顶"
"R_10YIRvhIHtjRsGZ","156","iron_4","个","没有","没有"
"R_10YIRvhIHtjRsGZ","156","key_3","把","个","把"
"R_10YIRvhIHtjRsGZ","156","laptop_3","台","个","台"
"R_10YIRvhIHtjRsGZ","156","lighthouse_2","个","座","座"
"R_10YIRvhIHtjRsGZ","156","microscope_3","台","个","台"
"R_10YIRvhIHtjRsGZ","156","microwave_2","台","个","台"
"R_10YIRvhIHtjRsGZ","156","mincer_2","台","个","台"
"R_10YIRvhIHtjRsGZ","156","mirror_3","面","个","面"
"R_10YIRvhIHtjRsGZ","156","monitor_2","台","个","台"
"R_10YIRvhIHtjRsGZ","156","motorcycle_3","辆","个","辆"
"R_10YIRvhIHtjRsGZ","156","nailclippers_2","把","个","把"
"R_10YIRvhIHtjRsGZ","156","pakchoi_3","颗","个","颗"
"R_10YIRvhIHtjRsGZ","156","paperclip_4","个","枚","枚"
"R_10YIRvhIHtjRsGZ","156","piano_3","架","台","架"
"R_10YIRvhIHtjRsGZ","156","pipe_3","只","个","只"
"R_10YIRvhIHtjRsGZ","156","plane_4","架","个","架"
"R_10YIRvhIHtjRsGZ","156","popsicle_4","支","个","支"
"R_10YIRvhIHtjRsGZ","156","printer_4","台","个","台"
"R_10YIRvhIHtjRsGZ","156","racket_4","把","个","把"
"R_10YIRvhIHtjRsGZ","156","scissors_4","把","个","把"
"R_10YIRvhIHtjRsGZ","156","screwdriver_2","把","个","把"
"R_10YIRvhIHtjRsGZ","156","screwnut_4","个","只","只"
"R_10YIRvhIHtjRsGZ","156","silvermedal_2","块","个","块"
"R_10YIRvhIHtjRsGZ","156","slingshot_2","把","个","把"
"R_10YIRvhIHtjRsGZ","156","sofa_4","个","没有","没有"
"R_10YIRvhIHtjRsGZ","156","spoon_4","只","把","只"
"R_10YIRvhIHtjRsGZ","156","stapler_4","个","台","台"
"R_10YIRvhIHtjRsGZ","156","telescope_2","台","架","台"
"R_10YIRvhIHtjRsGZ","156","thermometer_3","个","支","支"
"R_10YIRvhIHtjRsGZ","156","tie_3","条","个","条"
"R_10YIRvhIHtjRsGZ","156","toothbrush_4","把","个","把"
"R_10YIRvhIHtjRsGZ","156","torch_2","个","没有","没有"
"R_10YIRvhIHtjRsGZ","156","triangleruler_4","把","个","把"
"R_10YIRvhIHtjRsGZ","156","truck_3","辆","个","辆"
"R_10YIRvhIHtjRsGZ","156","tv_2","台","个","台"
"R_10YIRvhIHtjRsGZ","156","washingmachine_2","台","个","台"
"R_10YIRvhIHtjRsGZ","156","watch_3","只","个","只"
"R_10YIRvhIHtjRsGZ","156","woodendoor_2","扇","个","扇"
"R_11bAWKmCW6z8hRT","132","abacus_3","个","没有","没有"
"R_11bAWKmCW6z8hRT","132","axe_2","把","个","把"
"R_11bAWKmCW6z8hRT","132","balance_2","台","个","台"
"R_11bAWKmCW6z8hRT","132","belt_3","条","个","条"
"R_11bAWKmCW6z8hRT","132","bicycle_2","辆","个","辆"
"R_11bAWKmCW6z8hRT","132","blackboard_2","张","个","张"
"R_11bAWKmCW6z8hRT","132","bow_4","张","个","张"
"R_11bAWKmCW6z8hRT","132","bracelet_3","只","个","只"
"R_11bAWKmCW6z8hRT","132","broom_2","把","个","把"
"R_11bAWKmCW6z8hRT","132","brush_3","把","个","把"
"R_11bAWKmCW6z8hRT","132","cabbage_2","颗","个","颗"
"R_11bAWKmCW6z8hRT","132","camera_3","台","个","台"
"R_11bAWKmCW6z8hRT","132","coffeemachine_3","台","个","台"
"R_11bAWKmCW6z8hRT","132","comb_4","把","个","把"
"R_11bAWKmCW6z8hRT","132","desklamp_3","盏","台","盏"
"R_11bAWKmCW6z8hRT","132","draftingcomp_4","只","个","只"
"R_11bAWKmCW6z8hRT","132","egg_4","枚","个","枚"
"R_11bAWKmCW6z8hRT","132","fan_3","台","个","台"
"R_11bAWKmCW6z8hRT","132","garlic_4","头","颗","头"
"R_11bAWKmCW6z8hRT","132","glove_3","只","个","只"
"R_11bAWKmCW6z8hRT","132","guitar_3","把","个","把"
"R_11bAWKmCW6z8hRT","132","hairblower_2","把","个","把"
"R_11bAWKmCW6z8hRT","132","hammer_4","把","个","把"
"R_11bAWKmCW6z8hRT","132","handfan_4","把","面","把"
"R_11bAWKmCW6z8hRT","132","harp_2","架","个","架"
"R_11bAWKmCW6z8hRT","132","hat_2","顶","只","顶"
"R_11bAWKmCW6z8hRT","132","iron_4","把","个","把"
"R_11bAWKmCW6z8hRT","132","key_3","把","个","把"
"R_11bAWKmCW6z8hRT","132","laptop_3","台","个","台"
"R_11bAWKmCW6z8hRT","132","lighthouse_2","个","没有","没有"
"R_11bAWKmCW6z8hRT","132","microscope_3","台","个","台"
"R_11bAWKmCW6z8hRT","132","microwave_2","台","个","台"
"R_11bAWKmCW6z8hRT","132","mincer_2","台","个","台"
"R_11bAWKmCW6z8hRT","132","mirror_3","面","个","面"
"R_11bAWKmCW6z8hRT","132","monitor_2","台","个","台"
"R_11bAWKmCW6z8hRT","132","motorcycle_3","辆","个","辆"
"R_11bAWKmCW6z8hRT","132","nailclippers_2","把","个","把"
"R_11bAWKmCW6z8hRT","132","pakchoi_3","颗","个","颗"
"R_11bAWKmCW6z8hRT","132","paperclip_4","枚","个","枚"
"R_11bAWKmCW6z8hRT","132","piano_3","架","台","架"
"R_11bAWKmCW6z8hRT","132","pipe_3","只","个","只"
"R_11bAWKmCW6z8hRT","132","plane_4","架","个","架"
"R_11bAWKmCW6z8hRT","132","popsicle_4","支","个","支"
"R_11bAWKmCW6z8hRT","132","printer_4","台","个","台"
"R_11bAWKmCW6z8hRT","132","racket_4","只","个","只"
"R_11bAWKmCW6z8hRT","132","scissors_4","把","支","把"
"R_11bAWKmCW6z8hRT","132","screwdriver_2","把","个","把"
"R_11bAWKmCW6z8hRT","132","screwnut_4","个","没有","没有"
"R_11bAWKmCW6z8hRT","132","silvermedal_2","枚","个","枚"
"R_11bAWKmCW6z8hRT","132","slingshot_2","把","张","把"
"R_11bAWKmCW6z8hRT","132","sofa_4","只","个","只"
"R_11bAWKmCW6z8hRT","132","spoon_4","把","只","把"
"R_11bAWKmCW6z8hRT","132","stapler_4","个","没有","没有"
"R_11bAWKmCW6z8hRT","132","telescope_2","台","个","台"
"R_11bAWKmCW6z8hRT","132","thermometer_3","个","没有","没有"
"R_11bAWKmCW6z8hRT","132","tie_3","条","支","条"
"R_11bAWKmCW6z8hRT","132","toothbrush_4","把","支","把"
"R_11bAWKmCW6z8hRT","132","torch_2","把","个","把"
"R_11bAWKmCW6z8hRT","132","triangleruler_4","把","个","把"
"R_11bAWKmCW6z8hRT","132","truck_3","台","辆","台"
"R_11bAWKmCW6z8hRT","132","tv_2","台","个","台"
"R_11bAWKmCW6z8hRT","132","washingmachine_2","台","个","台"
"R_11bAWKmCW6z8hRT","132","watch_3","只","个","只"
"R_11bAWKmCW6z8hRT","132","woodendoor_2","扇","面","扇"
"R_1BWxkwdyJyDGMTW","118","abacus_3","把","个","把"
"R_1BWxkwdyJyDGMTW","118","axe_2","把","支","把"
"R_1BWxkwdyJyDGMTW","118","balance_2","架","个","架"
"R_1BWxkwdyJyDGMTW","118","belt_3","条","根","条"
"R_1BWxkwdyJyDGMTW","118","bicycle_2","辆","个","辆"
"R_1BWxkwdyJyDGMTW","118","blackboard_2","面","个","面"
"R_1BWxkwdyJyDGMTW","118","bow_4","把","只","把"
"R_1BWxkwdyJyDGMTW","118","bracelet_3","只","个","只"
"R_1BWxkwdyJyDGMTW","118","broom_2","把","支","把"
"R_1BWxkwdyJyDGMTW","118","brush_3","把","个","把"
"R_1BWxkwdyJyDGMTW","118","cabbage_2","颗","个","颗"
"R_1BWxkwdyJyDGMTW","118","camera_3","台","个","台"
"R_1BWxkwdyJyDGMTW","118","coffeemachine_3","台","个","台"
"R_1BWxkwdyJyDGMTW","118","comb_4","把","只","把"
"R_1BWxkwdyJyDGMTW","118","desklamp_3","座","个","座"
"R_1BWxkwdyJyDGMTW","118","draftingcomp_4","只","个","只"
"R_1BWxkwdyJyDGMTW","118","egg_4","个","颗","颗"
"R_1BWxkwdyJyDGMTW","118","fan_3","台","个","台"
"R_1BWxkwdyJyDGMTW","118","garlic_4","个","没有","没有"
"R_1BWxkwdyJyDGMTW","118","glove_3","只","个","只"
"R_1BWxkwdyJyDGMTW","118","guitar_3","把","只","把"
"R_1BWxkwdyJyDGMTW","118","hairblower_2","只","个","只"
"R_1BWxkwdyJyDGMTW","118","hammer_4","把","只","把"
"R_1BWxkwdyJyDGMTW","118","handfan_4","把","面","把"
"R_1BWxkwdyJyDGMTW","118","harp_2","把","架","把"
"R_1BWxkwdyJyDGMTW","118","hat_2","只","个","只"
"R_1BWxkwdyJyDGMTW","118","iron_4","台","个","台"
"R_1BWxkwdyJyDGMTW","118","key_3","把","个","把"
"R_1BWxkwdyJyDGMTW","118","laptop_3","台","个","台"
"R_1BWxkwdyJyDGMTW","118","lighthouse_2","座","个","座"
"R_1BWxkwdyJyDGMTW","118","microscope_3","台","个","台"
